"","county","lat","lon","bachelor_degree","per_capita_income"
"1435","Ketchikan Gateway Borough, AK",55.5925,-130.4203,25.46,72278
"1436","Kewaunee, WI",44.5033,-87.6245,19.92,54422
"1437","Keweenaw, MI",47.3413,-88.198,36.2,59593
"1438","Keya Paha, NE",42.8582,-99.7277,25.49,62968
"1439","Kidder, ND",46.9801,-99.7608,17.24,74589
"1440","Kimball, NE",41.1986,-103.7148,13.19,55021
"1441","Kimble, TX",30.4915,-99.7102,24.73,54345
"1442","King and Queen, VA",37.7066,-76.8602,25.83,55935
"1443","King George, VA",38.2712,-77.1806,35.46,62077
"1444","King William, VA",37.7166,-77.1211,24.09,53900
"1445","King, TX",33.6116,-100.2558,13.51,91930
"1446","King, WA",47.4335,-121.8726,53.41,108212
"1447","Kingfisher, OK",35.9457,-97.9428,23.16,67299
"1448","Kingman, KS",37.5652,-98.1363,23.74,52283
"1449","Kings, CA",36.1391,-119.7718,15.04,43176
"1450","Kings, NY",40.6553,-73.9391,38.84,61851
"1451","Kingsbury, SD",44.3874,-97.491,23.37,70430
"1452","Kinney, TX",29.3544,-100.4105,18.77,42929
"1453","Kiowa, CO",38.4377,-102.7755,21.12,75006
"1454","Kiowa, KS",37.5618,-99.2855,23.94,57085
"1455","Kiowa, OK",34.8597,-98.9635,18.1,45875
"1456","Kit Carson, CO",39.3162,-102.6018,17.62,52253
"1457","Kitsap, WA",47.6727,-122.6826,34.4,67845
"1458","Kittitas, WA",47.1679,-120.6629,34.06,52846
"1459","Kittson, MN",48.7724,-96.7786,26.31,67536
"1460","Klamath, OR",42.8067,-121.8166,21.22,48050
"1461","Kleberg, TX",27.4227,-97.9022,24.3,45818
"1462","Klickitat, WA",45.8257,-120.7766,30.47,55602
"1463","Knott, KY",37.3502,-82.9377,15.68,41185
"1464","Knox, IL",40.9298,-90.2134,19.2,47985
"1465","Knox, IN",38.662,-87.4295,16.47,53525
"1466","Knox, KY",36.8716,-83.8549,15.11,39901
"1467","Knox, ME",44.1416,-69.1941,34.21,59420
"1468","Knox, MO",40.1321,-92.1478,15.74,42987
"1469","Knox, NE",42.662,-97.8954,19.7,57577
"1470","Knox, OH",40.4047,-82.4144,22.58,52034
"1471","Knox, TN",35.9904,-83.8971,38.79,59934
"1472","Knox, TX",33.6159,-99.7337,18.85,50320
"1473","Kodiak Island Borough, AK",57.377,-153.1926,29.79,69546
"1474","Koochiching, MN",48.3081,-93.7598,15.06,52256
"1475","Kootenai, ID",47.6775,-116.6828,26.63,54406
"1476","Kosciusko, IN",41.2387,-85.8534,24.33,55625
"1477","Kossuth, IA",43.2073,-94.2065,18.22,60595
"1478","Kusilvak Census Area, AK",62.1211,-163.3051,3.26,36753
"1479","La Crosse, WI",43.9075,-91.1276,36.09,58301
"1480","La Paz, AZ",33.6724,-113.9329,11.83,49933
"1481","La Plata, CO",37.3197,-107.8468,44.03,66944
"1482","La Salle, TX",28.301,-99.0981,6.74,52652
"1483","Labette, KS",37.1903,-95.2979,21.63,49538
"1484","Lac qui Parle, MN",45.0373,-96.1741,18.81,65109
"1485","Lackawanna, PA",41.4017,-75.6407,28.69,54380
"1486","Laclede, MO",37.6879,-92.5972,14.99,41266
"1487","Lafayette, AR",33.2538,-93.5929,14.04,47355
"1488","Lafayette, FL",30.0414,-83.1969,9.28,31218
"1489","Lafayette, MO",39.1019,-93.7971,20.77,49491
"1490","Lafayette, MS",34.3592,-89.4837,47.06,47824
"1491","Lafayette, WI",42.6602,-90.1317,19.4,52194
"1492","Lake and Peninsula Borough, AK",58.3702,-156.0031,23.12,67539
"1493","Lake of the Woods, MN",48.8792,-94.8873,21.35,61309
"1494","Lake, CA",39.1258,-122.7929,16.72,46918
"1495","Lake, CO",39.2184,-106.3357,40.35,48942
"1496","Lake, FL",28.8116,-81.6866,24.38,49831
"1497","Lake, IL",42.3243,-88.0155,46.05,89025
"1498","Lake, IN",41.438,-87.3727,23.09,53181
"1499","Lake, MI",43.9949,-85.8016,13.53,38989
"1500","Lake, MN",47.5746,-91.4059,27.99,53868
"1501","Lake, MT",47.597,-114.1349,31.36,46387
"1502","Lake, OH",41.7107,-81.2423,28.32,58960
"1503","Lake, OR",42.8178,-120.6468,19.44,47066
"1504","Lake, SD",44.0162,-97.1294,33.1,69817
"1505","Lake, TN",36.3439,-89.4636,10.12,29534
"1506","Lamar, AL",33.7932,-88.0966,11.28,40114
"1507","Lamar, GA",33.0706,-84.1453,14.04,41856
"1508","Lamar, MS",31.2074,-89.5011,33.24,47129
"1509","Lamar, TX",33.6614,-95.5832,18.74,50699
"1510","Lamb, TX",34.0888,-102.3518,12.56,54689
"1511","Lamoille, VT",44.6012,-72.6366,41.04,62305
"1512","LaMoure, ND",46.4568,-98.5357,25.11,72712
"1513","Lampasas, TX",31.2393,-98.2864,18.43,58507
"1514","Lancaster, NE",40.7872,-96.6872,39.77,56782
"1515","Lancaster, PA",40.0187,-76.2339,28.55,61547
"1516","Lancaster, SC",34.7677,-80.695,28.53,55033
"1517","Lancaster, VA",37.7254,-76.4625,33.93,70474
"1518","Lander, NV",40.0429,-117.0563,12.33,72511
"1519","Lane, KS",38.4745,-100.4666,22.8,75517
"1520","Lane, OR",43.8651,-122.7483,31.89,55146
"1521","Langlade, WI",45.2517,-89.0523,16.57,51008
"1522","Lanier, GA",31.0139,-83.0752,19.71,36086
"1523","Lapeer, MI",43.1028,-83.2261,18.31,52034
"1524","LaPorte, IN",41.506,-86.7274,19.1,49508
"1525","Laramie, WY",41.3266,-104.6666,30.22,58646
"1526","Larimer, CO",40.6291,-105.4465,47.69,64258
"1527","Larue, KY",37.5774,-85.7119,15.31,45069
"1528","Las Animas, CO",37.4062,-103.9173,19.99,44731
"1529","Lassen, CA",40.4545,-120.6616,12.65,39394
"1530","Latah, ID",46.8386,-116.6846,44.4,50703
"1531","Latimer, OK",34.8722,-95.2527,15.38,40932
"1532","Lauderdale, AL",34.87,-87.5844,25.08,44804
"1533","Lauderdale, MS",32.3986,-88.6626,21.08,46219
"1534","Lauderdale, TN",35.7431,-89.649,9.61,39733
"1535","Laurel, KY",37.1377,-84.1151,16.05,41037
"1536","Laurens, GA",32.4323,-82.9229,17.13,43532
"1537","Laurens, SC",34.4974,-81.982,17.18,41245
"1538","Lavaca, TX",29.3566,-96.8972,17.86,62375
"1539","Lawrence, AL",34.5516,-87.3181,15.85,42996
"1540","Lawrence, AR",36.0701,-91.0867,14.41,40161
"1541","Lawrence, IL",38.709,-87.7143,13.95,40385
"1542","Lawrence, IN",38.8406,-86.48,18.78,51160
"1543","Lawrence, KY",38.0749,-82.7514,9.21,38139
"1544","Lawrence, MO",37.1077,-93.8331,15.92,39889
"1545","Lawrence, MS",31.5426,-90.1104,17.71,42275
"1546","Lawrence, OH",38.6267,-82.5576,15.83,46838
"1547","Lawrence, PA",40.9905,-80.3418,22.32,51611
"1548","Lawrence, SD",44.3682,-103.8124,34.96,60510
"1549","Lawrence, TN",35.2321,-87.3986,13.86,41310
"1550","Le Flore, OK",34.9461,-94.6876,15.7,40214
"1551","Le Sueur, MN",44.3701,-93.7434,22.87,58146
"1552","Lea, NM",32.7925,-103.4398,14.59,48578
"1553","Leake, MS",32.7544,-89.5243,15.93,39087
"1554","Leavenworth, KS",39.1929,-95.0405,33.53,49330
"1555","Lebanon, PA",40.3762,-76.4439,21.2,55803
"1556","Lee, AL",32.5787,-85.3621,36.43,45002
"1557","Lee, AR",34.7694,-90.823,8.69,37128
"1558","Lee, FL",26.5436,-81.7444,28.48,62885
"1559","Lee, GA",31.7691,-84.1367,27.11,50409
"1560","Lee, IA",40.5953,-91.5386,18.46,48394
"1561","Lee, IL",41.7519,-89.2867,18.71,51124
"1562","Lee, KY",37.6037,-83.7001,7.52,36847
"1563","Lee, MS",34.2851,-88.685,26.9,51703
"1564","Lee, NC",35.4674,-79.1892,20.49,49136
"1565","Lee, SC",34.1603,-80.3186,14.89,41364
"1566","Lee, TX",30.2949,-96.8887,13.97,56674
"1567","Lee, VA",36.7435,-82.9795,9.61,38300
"1568","Leelanau, MI",44.9933,-85.7066,46.69,78457
"1569","Leflore, MS",33.5228,-90.2772,18.82,48265
"1570","Lehigh, PA",40.6036,-75.584,30.83,62537
"1571","Lemhi, ID",44.9728,-114.0904,23.42,50927
"1572","Lenawee, MI",41.8957,-84.0658,21.06,46929
"1573","Lenoir, NC",35.2179,-77.6761,15.52,50363
"1574","Leon, FL",30.4796,-84.2219,46.6,54277
"1575","Leon, TX",31.3146,-95.9962,14.99,53179
"1576","Leslie, KY",37.1023,-83.3517,9.38,40852
"1577","Letcher, KY",37.1142,-82.8932,10.81,40315
"1578","Levy, FL",29.2967,-82.749,14.1,43272
"1579","Lewis and Clark, MT",47.1899,-112.5344,42.49,56791
"1580","Lewis, ID",46.2308,-116.3601,19.09,62533
"1581","Lewis, KY",38.5222,-83.3941,8.68,40075
"1582","Lewis, MO",40.1015,-91.7271,14.45,41823
"1583","Lewis, NY",43.8336,-75.4915,18.34,54629
"1584","Lewis, TN",35.5284,-87.4866,10.12,41476
"1585","Lewis, WA",46.5892,-122.3843,19.08,52517
"1586","Lewis, WV",38.9458,-80.4933,15.74,43341
"1587","Lexington, SC",33.9239,-81.2837,30.76,55304
"1588","Liberty, FL",30.2933,-84.8882,13.58,32872
"1589","Liberty, GA",31.8255,-81.5252,19.29,41672
"1590","Liberty, MT",48.5739,-111.0115,21.74,57219
"1591","Liberty, TX",30.1848,-94.8629,9.88,42813
"1592","Licking, OH",40.0935,-82.4778,27.56,54525
"1593","Limestone, AL",34.7752,-87.0313,24.92,50326
"1594","Limestone, TX",31.5165,-96.5516,16.67,47439
"1595","Lincoln, AR",33.9818,-91.7095,8.51,33387
"1596","Lincoln, CO",39.0461,-103.442,12.64,37623
"1597","Lincoln, GA",33.8109,-82.4499,13.9,46087
"1598","Lincoln, ID",42.9844,-114.1546,11.13,42718
"1599","Lincoln, KS",39.0557,-98.2068,25.78,56308
"1600","Lincoln, KY",37.4428,-84.6585,12.6,40880
"1601","Lincoln, ME",44.0785,-69.5866,36.12,59613
"1602","Lincoln, MN",44.408,-96.2656,19.33,57110
"1603","Lincoln, MO",39.0483,-90.9874,17.95,47686
"1604","Lincoln, MS",31.5277,-90.4389,15.75,44688
"1605","Lincoln, MT",48.4634,-115.4496,19.66,43782
"1606","Lincoln, NC",35.485,-81.2181,23.06,55368
"1607","Lincoln, NE",41.047,-100.7442,21.64,58484
"1608","Lincoln, NM",33.7438,-105.472,25.12,47703
"1609","Lincoln, NV",37.7609,-114.9727,16.39,53269
"1610","Lincoln, OK",35.6991,-96.8806,14.63,44687
"1611","Lincoln, OR",44.661,-123.8306,27.73,52482
"1612","Lincoln, SD",43.2924,-96.7518,36.66,77245
"1613","Lincoln, TN",35.1805,-86.6012,19.15,48683
"1614","Lincoln, WA",47.6123,-118.3998,25.4,51578
"1615","Lincoln, WI",45.3385,-89.7354,18.68,51407
"1616","Lincoln, WV",38.1606,-82.0837,7.76,37139
"1617","Lincoln, WY",42.4553,-110.8185,22.33,61945
"1618","Linn, IA",42.0798,-91.5998,34.09,59294
"1619","Linn, KS",38.2138,-94.8444,17.39,48383
"1620","Linn, MO",39.8713,-93.1084,18.47,45966
"1621","Linn, OR",44.4967,-122.5258,19.51,52695
"1622","Lipscomb, TX",36.3128,-100.2732,23.61,102569
"1623","Litchfield, CT",41.7615,-73.2599,35.86,74852
"1624","Little River, AR",33.7397,-94.2264,14.29,40794
"1625","Live Oak, TX",28.4249,-98.1422,11.09,46134
"1626","Livingston, IL",40.8666,-88.5871,16.59,57213
"1627","Livingston, KY",37.2032,-88.3267,14.5,47052
"1628","Livingston, MI",42.6027,-83.9111,36.51,65883
"1629","Livingston, MO",39.7889,-93.5615,18.95,46069
"1630","Livingston, NY",42.7304,-77.7813,27.53,52209
"1631","Llano, TX",30.704,-98.6891,25.89,59689
"1632","Logan, AR",35.2226,-93.6541,12.23,39622
"1633","Logan, CO",40.7182,-103.1125,20.6,48330
"1634","Logan, IL",40.1187,-89.3736,19.54,47074
"1635","Logan, KS",38.9175,-101.1482,18.39,63461
"1636","Logan, KY",36.8586,-86.8644,17.16,45732
"1637","Logan, ND",46.4581,-99.477,21.71,68365
"1638","Logan, NE",41.5947,-100.4834,23.17,60186
"1639","Logan, OH",40.3861,-83.7694,17.06,50151
"1640","Logan, OK",35.945,-97.4398,29.26,48559
"1641","Logan, WV",37.8334,-81.9426,12.34,43764
"1642","Long, GA",31.7775,-81.797,14.67,38480
"1643","Lonoke, AR",34.7777,-91.8876,20.56,46388
"1644","Lorain, OH",41.2889,-82.1103,25.32,54452
"1645","Los Alamos, NM",35.8672,-106.324,67.56,81306
"1646","Los Angeles, CA",34.2663,-118.1424,33.54,74141
"1647","Loudon, TN",35.7566,-84.2886,27.26,60642
"1648","Loudoun, VA",39.0858,-77.6642,61.62,90254
"1649","Louisa, IA",41.2473,-91.2998,16.91,50885
"1650","Louisa, VA",37.941,-77.934,25.15,50089
"1651","Loup, NE",41.913,-99.4544,20.56,69695
"1652","Love, OK",33.8942,-97.3498,13.38,43592
"1653","Loving, TX",31.826,-103.5679,0,115158
"1654","Lowndes, AL",32.1852,-86.6581,14.65,48852
"1655","Lowndes, GA",30.8282,-83.2435,26.22,43546
"1656","Lowndes, MS",33.5167,-88.4303,23.96,47137
"1657","Lubbock, TX",33.6145,-101.8206,32,50881
"1658","Lucas, IA",41.0271,-93.3276,16.58,47774
"1659","Lucas, OH",41.5756,-83.7457,26.67,54105
"1660","Luce, MI",46.4984,-85.5522,19.57,43526
"1661","Lumpkin, GA",34.5765,-84.0269,31.42,44843
"1662","Luna, NM",32.1966,-107.7641,13.06,38494
"1663","Lunenburg, VA",36.9432,-78.2456,12.47,40149
"1664","Luzerne, PA",41.1656,-75.9546,23.56,52300
"1665","Lycoming, PA",41.3309,-77.0538,23.47,50464
"1666","Lyman, SD",43.8596,-99.8372,23.07,57365
"1667","Lynn, TX",33.179,-101.8167,20.75,58496
"1668","Lyon, IA",43.3789,-96.1922,19.24,61551
"1669","Lyon, KS",38.4561,-96.1521,26.85,46177
"1670","Lyon, KY",37.0257,-88.0819,15.53,41762
"1671","Lyon, MN",44.4074,-95.8367,26.36,58433
"1672","Lyon, NV",39.0782,-119.0327,13.86,48247
"1673","Mackinac, MI",46.0418,-84.9015,23.95,53230
"1674","Macomb, MI",42.6525,-82.8989,25.92,54258
"1675","Macon, AL",32.4142,-85.7275,20.47,38412
"1676","Macon, GA",32.3532,-84.0509,10.11,39164
"1677","Macon, IL",39.8618,-88.9818,23.58,56548
"1678","Macon, MO",39.8195,-92.5733,17.47,47691
"1679","Macon, NC",35.1625,-83.4796,23.88,48875
"1680","Macon, TN",36.5267,-86.0142,9,39669
"1681","Macoupin, IL",39.2597,-89.9251,18.48,49950
"1682","Madera, CA",37.2724,-119.6358,15.22,45757
"1683","Madison, AL",34.7333,-86.5722,43.83,59852
"1684","Madison, AR",36.0208,-93.6975,12.1,40884
"1685","Madison, FL",30.4557,-83.4724,13.82,39165
"1686","Madison, GA",34.1361,-83.2063,19.22,43445
"1687","Madison, IA",41.3347,-94.0158,25.31,57263
"1688","Madison, ID",43.7859,-111.6916,38.63,25648
"1689","Madison, IL",38.8281,-89.8552,27.76,55538
"1690","Madison, IN",40.1589,-85.7193,18.25,45755
"1691","Madison, KY",37.7168,-84.291,32.11,42808
"1692","Madison, MO",37.4749,-90.3456,14.08,41068
"1693","Madison, MS",32.6428,-90.0085,50,73485
"1694","Madison, MT",45.2788,-111.9151,33.77,74468
"1695","Madison, NC",35.8721,-82.6653,30.08,43064
"1696","Madison, NE",41.922,-97.6008,23.74,60169
"1697","Madison, NY",42.9545,-75.7265,26.63,54766
"1698","Madison, OH",39.9016,-83.3992,18.11,50124
"1699","Madison, TN",35.6097,-88.8422,25.94,51004
"1700","Madison, TX",30.9585,-95.9474,13.83,40859
"1701","Madison, VA",38.429,-78.2789,24.49,55148
"1702","Magoffin, KY",37.6908,-83.0969,10.46,43913
"1703","Mahaska, IA",41.3323,-92.6409,21.26,49933
"1704","Mahnomen, MN",47.327,-95.809,12.88,47898
"1705","Mahoning, OH",41.0189,-80.7594,24.63,50968
"1706","Major, OK",36.3473,-98.5327,20.05,47185
"1707","Malheur, OR",43.2329,-117.6274,14.94,38923
"1708","Manatee, FL",27.4274,-82.3328,30.2,59152
"1709","Manistee, MI",44.3411,-86.0462,22.29,46489
"1710","Manitowoc, WI",44.1103,-87.8415,21.94,53085
"1711","Marathon, WI",44.8951,-89.7693,26.25,58096
"1712","Marengo, AL",32.269,-87.7608,17.11,47008
"1713","Maricopa, AZ",33.2798,-112.7681,33.42,59759
"1714","Maries, MO",38.1513,-91.9061,15.75,41212
"1715","Marin, CA",38.0685,-122.7009,60.16,164118
"1716","Marinette, WI",45.382,-88.1503,16.45,51265
"1717","Marion, AL",34.1214,-87.918,13.34,40939
"1718","Marion, AR",36.2812,-92.7095,16.12,36684
"1719","Marion, FL",29.2407,-82.0227,20.68,45152
"1720","Marion, GA",32.3437,-84.5242,13.44,39075
"1721","Marion, IA",41.3353,-93.0995,30.79,56989
"1722","Marion, IL",38.6548,-88.9187,16.21,50107
"1723","Marion, IN",39.7798,-86.1394,32.15,65625
"1724","Marion, KS",38.3482,-97.1048,28.2,49005
"1725","Marion, KY",37.5778,-85.2723,14.3,43909
"1726","Marion, MO",39.8028,-91.607,24.77,47304
"1727","Marion, MS",31.2157,-89.8428,12.87,43035
"1728","Marion, OH",40.5706,-83.1883,12.93,43814
"1729","Marion, OR",44.9852,-122.8053,24.12,53791
"1730","Marion, SC",33.998,-79.4223,12.98,41519
"1731","Marion, TN",35.1518,-85.6252,12.48,46559
"1732","Marion, TX",32.7826,-94.3622,16.68,47582
"1733","Marion, WV",39.5144,-80.2637,23.07,48343
"1734","Mariposa, CA",37.5466,-119.9593,26.91,61343
"1735","Marlboro, SC",34.5517,-79.6565,7.68,37933
"1736","Marquette, MI",46.4541,-87.6166,33.95,47870
"1737","Marquette, WI",43.8129,-89.3981,14.18,47885
"1738","Marshall, AL",34.3531,-86.3454,20.67,44416
"1739","Marshall, IA",42.0363,-92.9991,20.81,50776
"1740","Marshall, IL",41.0318,-89.3429,18.19,54239
"1741","Marshall, IN",41.3315,-86.2622,19.73,51474
"1742","Marshall, KS",39.7854,-96.523,19.19,50995
"1743","Marshall, KY",36.9053,-88.3329,20.78,48292
"1744","Marshall, MN",48.359,-96.3698,18.49,68963
"1745","Marshall, MS",34.7467,-89.5112,13.88,43724
"1746","Marshall, OK",33.9982,-96.776,15.15,43325
"1747","Marshall, SD",45.7472,-97.6034,25.82,72571
"1748","Marshall, TN",35.484,-86.778,16.23,47446
"1749","Marshall, WV",39.8776,-80.6555,18.58,47456
"1750","Martin, FL",27.0829,-80.4238,33.49,102273
"1751","Martin, IN",38.7056,-86.8034,12.64,49082
"1752","Martin, KY",37.8157,-82.526,10.72,35932
"1753","Martin, MN",43.6862,-94.5511,21.7,61216
"1754","Martin, NC",35.8669,-77.195,15.11,43176
"1755","Martin, TX",32.299,-101.9515,19.39,84121
"1756","Mason, IL",40.2453,-89.8583,16.52,53655
"1757","Mason, KY",38.6145,-83.8041,21.36,47927
"1758","Mason, MI",43.9975,-86.2606,22.03,48733
"1759","Mason, TX",30.7183,-99.2239,35.05,57094
"1760","Mason, WA",47.3456,-123.3253,18.13,52410
"1761","Mason, WV",38.7534,-82.0024,17.03,42126
"1762","Massac, IL",37.2023,-88.6978,13.75,46618
"1763","Matagorda, TX",28.8246,-95.9122,19.53,50775
"1764","Matanuska-Susitna Borough, AK",62.3637,-149.7135,21.9,54207
"1765","Mathews, VA",37.4196,-76.2904,29.06,66906
"1766","Maury, TN",35.6297,-87.0804,23.97,52041
"1767","Maverick, TX",28.6426,-100.2812,15.66,38448
"1768","Mayes, OK",36.2892,-95.2206,14.54,44615
"1769","McClain, OK",35.0959,-97.5356,25.37,53330
"1770","McCone, MT",47.5977,-105.8121,15.94,46848
"1771","McCook, SD",43.6809,-97.368,24.59,67402
"1772","McCormick, SC",33.8361,-82.2353,20.97,44391
"1773","McCracken, KY",37.0851,-88.7237,25.59,56089
"1774","McCreary, KY",36.7781,-84.4911,8.5,35811
"1775","McCulloch, TX",31.217,-99.3467,17.67,45744
"1776","McCurtain, OK",34.0618,-94.8152,14.43,42574
"1777","McDonald, MO",36.6379,-94.3448,11.44,35275
"1778","McDonough, IL",40.4649,-90.6775,32.38,48261
"1779","McDowell, NC",35.7389,-82.0433,18.39,42960
"1780","McDowell, WV",37.3753,-81.6356,6.84,34141
"1781","McDuffie, GA",33.4859,-82.496,15.02,43362
"1782","McHenry, IL",42.3249,-88.4523,35.23,64119
"1783","McHenry, ND",48.2442,-100.6258,20.41,72140
"1784","McIntosh, GA",31.4956,-81.4702,17.45,47287
"1785","McIntosh, ND",46.1117,-99.4415,14.88,80675
"1786","McIntosh, OK",35.3474,-95.6632,13.14,42241
"1787","McKean, PA",41.8025,-78.5774,18.95,51169
"1788","McKenzie, ND",47.7125,-103.3429,26.85,72258
"1789","McKinley, NM",35.4565,-108.1768,11.55,34939
"1790","McLean, IL",40.5209,-88.8633,44.58,58503
"1791","McLean, KY",37.5321,-87.2117,14.56,50679
"1792","McLean, ND",47.5039,-101.0353,21.09,76889
"1793","McLennan, TX",31.5514,-97.2004,25.02,49512
"1794","McLeod, MN",44.8107,-94.2539,17.3,56689
"1795","McMinn, TN",35.4432,-84.6183,16.98,43715
"1796","McMullen, TX",28.3555,-98.5677,14.78,110273
"1797","McNairy, TN",35.1939,-88.5778,13.07,38354
"1798","McPherson, KS",38.3988,-97.6483,28.83,57951
"1799","McPherson, NE",41.5713,-101.0604,23.75,63343
"1800","McPherson, SD",45.7725,-99.2213,23.48,65047
"1801","Meade, KS",37.2402,-100.3633,21.13,74713
"1802","Meade, KY",37.9991,-86.2525,18.36,46893
"1803","Meade, SD",44.5827,-102.7842,26.11,50972
"1804","Meagher, MT",46.6376,-110.8206,26.24,46835
"1805","Mecklenburg, NC",35.2586,-80.831,45.83,71836
"1806","Mecklenburg, VA",36.7165,-78.3332,23.1,46019
"1807","Mecosta, MI",43.641,-85.3244,22.92,44177
"1808","Medina, OH",41.132,-81.9285,33.89,64371
"1809","Medina, TX",29.4024,-99.1087,20.29,50076
"1810","Meeker, MN",45.0974,-94.5065,18.18,53728
"1811","Meigs, OH",39.0398,-82.0571,12.13,43469
"1812","Meigs, TN",35.5206,-84.8014,10.23,39452
"1813","Mellette, SD",43.6213,-100.7295,13.24,43805
"1814","Menard, IL",40.027,-89.787,23.26,55848
"1815","Menard, TX",30.9164,-99.8004,26.71,47390
"1816","Mendocino, CA",39.3833,-123.4391,23.99,56047
"1817","Menifee, KY",37.9388,-83.6113,11.88,41028
"1818","Menominee, MI",45.5419,-87.5359,17.61,48873
"1819","Menominee, WI",44.9899,-88.7347,17.07,43212
"1820","Merced, CA",37.1882,-120.609,14.09,46580
"1821","Mercer, IL",41.1981,-90.7508,17.96,57676
"1822","Mercer, KY",37.8246,-84.8676,18.68,43163
"1823","Mercer, MO",40.4226,-93.5657,19.18,37104
"1824","Mercer, ND",47.2786,-101.7146,20.93,65113
"1825","Mercer, NJ",40.2809,-74.6827,43.53,77911
"1826","Mercer, OH",40.5415,-84.629,19.36,59089
"1827","Mercer, PA",41.279,-80.2594,22.71,49311
"1828","Mercer, WV",37.4167,-81.0766,20.11,44564
"1829","Meriwether, GA",33.039,-84.6999,10.78,44305
"1830","Merrick, NE",41.1371,-98.0739,17.02,56823
"1831","Merrimack, NH",43.3128,-71.686,35.78,68222
"1832","Mesa, CO",38.9347,-108.5839,27.4,52121
"1833","Metcalfe, KY",37.0023,-85.6238,13.11,38284
"1834","Miami-Dade, FL",25.5592,-80.5906,30.65,64849
"1835","Miami, IN",40.7805,-86.0549,13.74,40179
"1836","Miami, KS",38.5598,-94.8386,31.16,56719
"1837","Miami, OH",40.0366,-84.2325,22.62,54947
"1838","Middlesex, CT",41.4527,-72.5231,42.71,74453
"1839","Middlesex, MA",42.4472,-71.2884,57.06,98523
"1840","Middlesex, NJ",40.4306,-74.4006,44.37,70221
"1841","Middlesex, VA",37.6405,-76.6329,26.86,59146
"1842","Midland, MI",43.6591,-84.3874,34.75,62055
"1843","Midland, TX",31.8364,-102.0316,27.44,126738
"1844","Mifflin, PA",40.6034,-77.6476,13.2,46768
"1845","Milam, TX",30.7849,-96.9758,15.12,45286
"1846","Millard, UT",39.0955,-113.0316,22.37,44281
"1847","Mille Lacs, MN",45.9017,-93.6432,15.98,50104
"1848","Miller, AR",33.3159,-93.8695,17.98,40319
"1849","Miller, GA",31.1629,-84.7302,18.63,50213
"1850","Miller, MO",38.2239,-92.4463,18.97,43510
"1851","Mills, IA",41.0311,-95.6218,26.02,66042
"1852","Mills, TX",31.4778,-98.6518,21.09,51712
"1853","Milwaukee, WI",43.0178,-87.9818,31.34,55927
"1854","Miner, SD",44.0156,-97.6104,20.1,65438
"1855","Mineral, CO",37.6844,-106.9202,54.14,70250
"1856","Mineral, MT",47.0981,-114.8631,21.95,45966
"1857","Mineral, NV",38.4859,-118.3056,14.57,48836
"1858","Mineral, WV",39.4433,-78.8643,17.6,48155
"1859","Mingo, WV",37.7434,-82.2155,10,37396
"1860","Minidoka, ID",42.857,-113.5635,13.82,45273
"1861","Minnehaha, SD",43.6819,-96.7914,33.65,69693
"1862","Missaukee, MI",44.3375,-85.0957,15.77,43609
"1863","Mississippi, AR",35.6977,-90.1216,15.59,42273
"1864","Mississippi, MO",36.82,-89.3309,12.46,39424
"1865","Missoula, MT",47.1072,-113.9449,44.23,61881
"1866","Mitchell, GA",31.2606,-84.1797,11.65,42397
"1867","Mitchell, IA",43.3501,-92.7891,22.14,63605
"1868","Mitchell, KS",39.3898,-98.2098,26.07,71245
"1869","Mitchell, NC",35.9917,-82.1267,22.09,43973
"1870","Mitchell, TX",32.2991,-100.9214,12.14,35417
"1871","Mobile, AL",30.7466,-88.2172,24.39,46418
"1872","Modoc, CA",41.5924,-120.7237,18.19,54301
"1873","Moffat, CO",40.6098,-108.1812,21.47,49227
"1874","Mohave, AZ",35.6177,-113.9958,13.41,41331
"1875","Moniteau, MO",38.672,-92.6281,18.97,46530
"1876","Monmouth, NJ",40.2791,-74.1884,47.34,92119
"1877","Mono, CA",38.0906,-119.0359,32.07,64164
"1878","Monona, IA",42.0396,-95.9525,15.68,57720
"1879","Monongalia, WV",39.5788,-79.9721,43.66,52576
"1880","Monroe, AL",31.5303,-87.3817,13.55,42872
"1881","Monroe, AR",34.6711,-91.2128,12.6,41783
"1882","Monroe, FL",25.4621,-81.0211,35.27,109136
"1883","Monroe, GA",33.0262,-83.8828,26.6,52718
"1884","Monroe, IA",41.0265,-92.8691,19.91,52821
"1885","Monroe, IL",38.3052,-90.1415,36.56,65224
"1886","Monroe, IN",39.1741,-86.5267,45.29,52392
"1887","Monroe, KY",36.7285,-85.7189,13.44,44045
"1888","Monroe, MI",41.908,-83.5514,21.05,53509
"1889","Monroe, MO",39.5012,-92.0092,13.84,47215
"1890","Monroe, MS",33.8726,-88.476,16.32,44332
"1891","Monroe, NY",43.1531,-77.6857,39.22,60046
"1892","Monroe, OH",39.7046,-81.0568,12.05,43844
"1893","Monroe, PA",41.033,-75.292,25.82,53118
"1894","Monroe, TN",35.4386,-84.2156,15.34,42276
"1895","Monroe, WI",43.9434,-90.6118,21.33,49000
"1896","Monroe, WV",37.5557,-80.5468,15.5,41207
"1897","Montague, TX",33.7131,-97.732,17.44,45716
"1898","Montcalm, MI",43.2932,-85.079,14.51,40592
"1899","Monterey, CA",36.3564,-121.494,26.25,63449
"1900","Montezuma, CO",37.3197,-108.6287,29.15,50960
