"","county","FIPS","state","bachelor_degree","per_capita_income"
"1198","Henry, IL",17073,"IL",23.75,54747
"1199","Henry, IN",18065,"IN",16.37,46146
"1200","Henry, KY",21103,"KY",12.92,48943
"1201","Henry, MO",29083,"MO",15.63,48924
"1202","Henry, OH",39069,"OH",17.63,52568
"1203","Henry, TN",47079,"TN",17.72,49852
"1204","Herkimer, NY",36043,"NY",21.12,51946
"1205","Hernando, FL",12053,"FL",19.08,46080
"1206","Hertford, NC",37091,"NC",16,41973
"1207","Hettinger, ND",38041,"ND",15.61,58160
"1208","Hickman, KY",21105,"KY",22.74,54685
"1209","Hickman, TN",47081,"TN",9.43,41689
"1210","Hickory, MO",29085,"MO",8.46,38100
"1211","Hidalgo, NM",35023,"NM",19.89,51465
"1212","Hidalgo, TX",48215,"TX",19.3,34503
"1213","Highland, OH",39071,"OH",13.8,44454
"1214","Highland, VA",51091,"VA",30.7,50196
"1215","Highlands, FL",12055,"FL",17.53,41568
"1216","Hill, MT",30041,"MT",26.67,51060
"1217","Hill, TX",48217,"TX",17.5,49968
"1218","Hillsborough, FL",12057,"FL",34.46,58140
"1219","Hillsborough, NH",33011,"NH",38.61,71849
"1220","Hillsdale, MI",26059,"MI",18.93,42365
"1221","Hinds, MS",28049,"MS",30.21,47413
"1222","Hinsdale, CO",8053,"CO",43.73,56524
"1223","Hitchcock, NE",31087,"NE",15.78,59923
"1224","Hocking, OH",39073,"OH",13.86,46421
"1225","Hockley, TX",48219,"TX",15.65,52586
"1226","Hodgeman, KS",20083,"KS",32.48,67659
"1227","Hoke, NC",37093,"NC",18.36,41652
"1228","Holmes, FL",12059,"FL",9.91,37381
"1229","Holmes, MS",28051,"MS",11.68,36339
"1230","Holmes, OH",39075,"OH",10.38,54118
"1231","Holt, MO",29087,"MO",18.16,58888
"1232","Holt, NE",31089,"NE",24.22,66231
"1233","Honolulu, HI",15003,"HI",35.72,63912
"1234","Hood River, OR",41027,"OR",34.72,65127
"1235","Hood, TX",48221,"TX",29.26,60912
"1236","Hooker, NE",31091,"NE",24.81,49027
"1237","Hoonah-Angoon Census Area, AK",2105,"AK",19.61,60837
"1238","Hopkins, KY",21107,"KY",16.12,46673
"1239","Hopkins, TX",48223,"TX",21.3,50272
"1240","Horry, SC",45051,"SC",24.16,46817
"1241","Hot Spring, AR",5059,"AR",15.33,37474
"1242","Hot Springs, WY",56017,"WY",23.54,78817
"1243","Houghton, MI",26061,"MI",33.61,43809
"1244","Houston, AL",1069,"AL",22.13,50976
"1245","Houston, GA",13153,"GA",30.99,48929
"1246","Houston, MN",27055,"MN",24.13,59140
"1247","Houston, TN",47083,"TN",13.4,39128
"1248","Houston, TX",48225,"TX",15.58,48835
"1249","Howard, AR",5061,"AR",13.79,42224
"1250","Howard, IA",19089,"IA",18.56,58411
"1251","Howard, IN",18067,"IN",21.11,47031
"1252","Howard, MD",24027,"MD",62.67,86380
"1253","Howard, MO",29089,"MO",28.7,46854
"1254","Howard, NE",31093,"NE",21.72,55957
"1255","Howard, TX",48227,"TX",13.38,51007
"1256","Howell, MO",29091,"MO",17.32,40358
"1257","Hubbard, MN",27057,"MN",28.38,57111
"1258","Hudson, NJ",34017,"NJ",43.98,72046
"1259","Hudspeth, TX",48229,"TX",9.88,42500
"1260","Huerfano, CO",8055,"CO",23.57,48801
"1261","Hughes, OK",40063,"OK",14.76,46703
"1262","Hughes, SD",46065,"SD",36.61,61666
"1263","Humboldt, CA",6023,"CA",30.9,53607
"1264","Humboldt, IA",19091,"IA",20.08,56985
"1265","Humboldt, NV",32013,"NV",18.85,53564
"1266","Humphreys, MS",28053,"MS",14.68,43981
"1267","Humphreys, TN",47085,"TN",14.75,44127
"1268","Hunt, TX",48231,"TX",20.39,46801
"1269","Hunterdon, NJ",34019,"NJ",54.01,100288
"1270","Huntingdon, PA",42061,"PA",17.82,46331
"1271","Huntington, IN",18069,"IN",21,49571
"1272","Huron, MI",26063,"MI",15.99,55774
"1273","Huron, OH",39077,"OH",14.74,48213
"1274","Hutchinson, SD",46067,"SD",22.92,65945
"1275","Hutchinson, TX",48233,"TX",15.4,50130
"1276","Hyde, NC",37095,"NC",10.46,49175
"1277","Hyde, SD",46069,"SD",22.69,70095
"1278","Ida, IA",19093,"IA",17.59,65824
"1279","Idaho, ID",16000,"ID",28.67,41484
"1280","Imperial, CA",6025,"CA",15.38,47653
"1281","Independence, AR",5063,"AR",18.5,42120
"1282","Indian River, FL",12061,"FL",30.61,95109
"1283","Indiana, PA",42063,"PA",25,47945
"1284","Ingham, MI",26065,"MI",39.24,49608
"1285","Inyo, CA",6027,"CA",26.37,62090
"1286","Ionia, MI",26067,"MI",17.02,40849
"1287","Iosco, MI",26069,"MI",15.44,46918
"1288","Iowa, IA",19000,"IA",29.32,62485
"1289","Iowa, WI",55049,"WI",25.25,57445
"1290","Iredell, NC",37097,"NC",29.71,60791
"1291","Irion, TX",48235,"TX",20.51,78988
"1292","Iron, MI",26071,"MI",18.93,49653
"1293","Iron, MO",29093,"MO",11.92,41182
"1294","Iron, UT",49021,"UT",28.87,38834
"1295","Iron, WI",55051,"WI",21.78,52673
"1296","Iroquois, IL",17075,"IL",15.4,56185
"1297","Irwin, GA",13155,"GA",17.16,40963
"1298","Isabella, MI",26073,"MI",29.55,45657
"1299","Isanti, MN",27059,"MN",18.12,53189
"1300","Island, WA",53029,"WA",34.13,65188
"1301","Isle of Wight, VA",51093,"VA",28.03,63005
"1302","Issaquena, MS",28055,"MS",3.4,34832
"1303","Itasca, MN",27061,"MN",24.64,51563
"1304","Itawamba, MS",28057,"MS",13.88,41579
"1305","Izard, AR",5065,"AR",14.54,34986
"1306","Jack, TX",48237,"TX",14.5,45263
"1307","Jackson, AL",1071,"AL",16.22,43565
"1308","Jackson, AR",5067,"AR",11.7,42871
"1309","Jackson, CO",8057,"CO",31.36,62823
"1310","Jackson, FL",12063,"FL",12.94,39322
"1311","Jackson, GA",13157,"GA",23.46,49063
"1312","Jackson, IA",19097,"IA",19.66,53777
"1313","Jackson, IL",17077,"IL",35.54,46443
"1314","Jackson, IN",18071,"IN",17.87,49451
"1315","Jackson, KS",20085,"KS",20.09,50620
"1316","Jackson, KY",21109,"KY",10.18,38055
"1317","Jackson, MI",26075,"MI",22.52,47503
"1318","Jackson, MN",27063,"MN",22.74,63311
"1319","Jackson, MO",29095,"MO",32.12,53112
"1320","Jackson, MS",28059,"MS",22.52,44945
"1321","Jackson, NC",37099,"NC",28.43,43362
"1322","Jackson, OH",39079,"OH",14.83,42680
"1323","Jackson, OK",40065,"OK",22.25,49372
"1324","Jackson, OR",41029,"OR",28.82,56842
"1325","Jackson, SD",46071,"SD",15.06,39102
"1326","Jackson, TN",47087,"TN",11.64,38953
"1327","Jackson, TX",48239,"TX",15.4,51971
"1328","Jackson, WI",55053,"WI",15.61,49697
"1329","Jackson, WV",54035,"WV",18.02,45681
"1330","Jasper, GA",13159,"GA",14.59,44317
"1331","Jasper, IA",19099,"IA",19.16,50190
"1332","Jasper, IL",17079,"IL",18.78,54032
"1333","Jasper, IN",18073,"IN",15.11,55018
"1334","Jasper, MO",29097,"MO",22.69,43859
"1335","Jasper, MS",28061,"MS",14.91,46041
"1336","Jasper, SC",45053,"SC",21.38,41531
"1337","Jasper, TX",48241,"TX",13.31,49475
"1338","Jay, IN",18075,"IN",12.53,49300
"1339","Jeff Davis, GA",13161,"GA",10.98,38122
"1340","Jeff Davis, TX",48243,"TX",29.92,59302
"1341","Jefferson Davis, MS",28065,"MS",14.17,36241
"1342","Jefferson, AL",1073,"AL",34.05,62371
"1343","Jefferson, AR",5069,"AR",17.99,42076
"1344","Jefferson, CO",8059,"CO",46.44,74822
"1345","Jefferson, FL",12065,"FL",23.33,50197
"1346","Jefferson, GA",13163,"GA",10.67,43720
"1347","Jefferson, IA",19101,"IA",36.49,55900
"1348","Jefferson, ID",16051,"ID",25.16,42307
"1349","Jefferson, IL",17081,"IL",17.37,48057
"1350","Jefferson, IN",18077,"IN",17.34,50734
"1351","Jefferson, KS",20087,"KS",24.53,52892
"1352","Jefferson, KY",21111,"KY",33.91,61474
"1353","Jefferson, MO",29099,"MO",21.1,49392
"1354","Jefferson, MS",28063,"MS",19.06,40349
"1355","Jefferson, MT",30043,"MT",35.22,56632
"1356","Jefferson, NE",31095,"NE",18.3,56274
"1357","Jefferson, NY",36045,"NY",22.47,53130
"1358","Jefferson, OH",39081,"OH",17.5,47413
"1359","Jefferson, OK",40067,"OK",15.47,41152
"1360","Jefferson, OR",41031,"OR",21.44,43145
"1361","Jefferson, PA",42065,"PA",16.16,50240
"1362","Jefferson, TN",47089,"TN",17.55,44330
"1363","Jefferson, TX",48245,"TX",19.27,48243
"1364","Jefferson, WA",53031,"WA",42.51,60365
"1365","Jefferson, WI",55055,"WI",26.69,53863
"1366","Jefferson, WV",54037,"WV",31.61,59214
"1367","Jenkins, GA",13165,"GA",5.22,36886
"1368","Jennings, IN",18079,"IN",12.75,49519
"1369","Jerauld, SD",46073,"SD",21.3,62655
"1370","Jerome, ID",16053,"ID",14.79,42356
"1371","Jersey, IL",17083,"IL",24.25,50874
"1372","Jessamine, KY",21113,"KY",29.2,55040
"1373","Jewell, KS",20089,"KS",19.89,60881
"1374","Jim Hogg, TX",48247,"TX",13.22,43336
"1375","Jim Wells, TX",48249,"TX",16.17,50892
"1376","Jo Daviess, IL",17085,"IL",26.41,56428
"1377","Johnson, AR",5071,"AR",16.5,35577
"1378","Johnson, GA",13167,"GA",7.01,33265
"1379","Johnson, IA",19103,"IA",54.31,59592
"1380","Johnson, IL",17087,"IL",16.04,40166
"1381","Johnson, IN",18081,"IN",32.32,56808
"1382","Johnson, KS",20091,"KS",56.12,84535
"1383","Johnson, KY",21115,"KY",15.51,41110
"1384","Johnson, MO",29101,"MO",29.47,46526
"1385","Johnson, NE",31097,"NE",18.65,42104
"1386","Johnson, TN",47091,"TN",11.93,37936
"1387","Johnson, TX",48251,"TX",19.52,51619
"1388","Johnson, WY",56019,"WY",33.12,61294
"1389","Johnston, NC",37101,"NC",23.96,48950
"1390","Johnston, OK",40069,"OK",22.71,43246
"1391","Jones, GA",13169,"GA",20.83,44704
"1392","Jones, IA",19105,"IA",19.9,51576
"1393","Jones, MS",28067,"MS",20.73,44494
"1394","Jones, NC",37103,"NC",14.21,50245
"1395","Jones, SD",46075,"SD",29.25,86307
"1396","Jones, TX",48253,"TX",11.85,38914
"1397","Josephine, OR",41033,"OR",18.12,54466
"1398","Juab, UT",49023,"UT",18.72,48060
"1399","Judith Basin, MT",30045,"MT",24.46,48352
"1400","Juneau City and Borough, AK",2110,"AK",38.79,75996
"1401","Juneau, WI",55057,"WI",14.98,46040
"1402","Juniata, PA",42067,"PA",15.19,56422
"1403","Kalamazoo, MI",26077,"MI",39.76,58524
"1404","Kalkaska, MI",26079,"MI",14.36,43609
"1405","Kanabec, MN",27065,"MN",14.66,51935
"1406","Kanawha, WV",54039,"WV",26.37,55897
"1407","Kandiyohi, MN",27067,"MN",24.39,58345
"1408","Kane, IL",17089,"IL",34.66,62837
"1409","Kane, UT",49025,"UT",29.7,49842
"1410","Kankakee, IL",17091,"IL",20.58,53165
"1411","Karnes, TX",48255,"TX",15.89,73144
"1412","Kauai, HI",15007,"HI",28.54,56103
"1413","Kaufman, TX",48257,"TX",20.18,49494
"1414","Kay, OK",40071,"OK",19.34,47817
"1415","Kearney, NE",31099,"NE",26.42,72421
"1416","Kearny, KS",20093,"KS",16.68,65779
"1417","Keith, NE",31101,"NE",19.34,52394
"1418","Kemper, MS",28069,"MS",12.37,38314
"1419","Kenai Peninsula Borough, AK",2122,"AK",25.8,59041
"1420","Kendall, IL",17093,"IL",35.88,58848
"1421","Kendall, TX",48259,"TX",45.26,96628
"1422","Kenedy, TX",48261,"TX",1.48,47141
"1423","Kennebec, ME",23011,"ME",29.33,53658
"1424","Kenosha, WI",55059,"WI",27.76,57085
"1425","Kent, DE",10001,"DE",24.52,50432
"1426","Kent, MD",24029,"MD",36.29,67648
"1427","Kent, MI",26081,"MI",36.84,61852
"1428","Kent, RI",44003,"RI",32.68,67906
"1429","Kent, TX",48263,"TX",32.85,55725
"1430","Kenton, KY",21117,"KY",33.81,67808
"1431","Keokuk, IA",19107,"IA",18.42,52878
"1432","Kern, CA",6029,"CA",17.12,45961
"1433","Kerr, TX",48265,"TX",28.18,61401
"1434","Kershaw, SC",45055,"SC",21.05,50635
"1435","Ketchikan Gateway Borough, AK",2130,"AK",25.46,72278
"1436","Kewaunee, WI",55061,"WI",19.92,54422
"1437","Keweenaw, MI",26083,"MI",36.2,59593
"1438","Keya Paha, NE",31103,"NE",25.49,62968
"1439","Kidder, ND",38043,"ND",17.24,74589
"1440","Kimball, NE",31105,"NE",13.19,55021
"1441","Kimble, TX",48267,"TX",24.73,54345
"1442","King and Queen, VA",51097,"VA",25.83,55935
"1443","King George, VA",51099,"VA",35.46,62077
"1444","King William, VA",51101,"VA",24.09,53900
"1445","King, TX",48269,"TX",13.51,91930
"1446","King, WA",53033,"WA",53.41,108212
"1447","Kingfisher, OK",40073,"OK",23.16,67299
"1448","Kingman, KS",20095,"KS",23.74,52283
"1449","Kings, CA",6031,"CA",15.04,43176
"1450","Kings, NY",36047,"NY",38.84,61851
"1451","Kingsbury, SD",46077,"SD",23.37,70430
"1452","Kinney, TX",48271,"TX",18.77,42929
"1453","Kiowa, CO",8061,"CO",21.12,75006
"1454","Kiowa, KS",20097,"KS",23.94,57085
"1455","Kiowa, OK",40075,"OK",18.1,45875
"1456","Kit Carson, CO",8063,"CO",17.62,52253
"1457","Kitsap, WA",53035,"WA",34.4,67845
"1458","Kittitas, WA",53037,"WA",34.06,52846
"1459","Kittson, MN",27069,"MN",26.31,67536
"1460","Klamath, OR",41035,"OR",21.22,48050
"1461","Kleberg, TX",48273,"TX",24.3,45818
"1462","Klickitat, WA",53039,"WA",30.47,55602
"1463","Knott, KY",21119,"KY",15.68,41185
"1464","Knox, IL",17095,"IL",19.2,47985
"1465","Knox, IN",18083,"IN",16.47,53525
"1466","Knox, KY",21121,"KY",15.11,39901
"1467","Knox, ME",23013,"ME",34.21,59420
"1468","Knox, MO",29103,"MO",15.74,42987
"1469","Knox, NE",31107,"NE",19.7,57577
"1470","Knox, OH",39083,"OH",22.58,52034
"1471","Knox, TN",47093,"TN",38.79,59934
"1472","Knox, TX",48275,"TX",18.85,50320
"1473","Kodiak Island Borough, AK",2150,"AK",29.79,69546
"1474","Koochiching, MN",27071,"MN",15.06,52256
"1475","Kootenai, ID",16055,"ID",26.63,54406
"1476","Kosciusko, IN",18085,"IN",24.33,55625
"1477","Kossuth, IA",19109,"IA",18.22,60595
"1478","Kusilvak Census Area, AK",2158,"AK",3.26,36753
"1479","La Crosse, WI",55063,"WI",36.09,58301
"1480","La Paz, AZ",4012,"AZ",11.83,49933
"1481","La Plata, CO",8067,"CO",44.03,66944
"1482","La Salle, TX",48283,"TX",6.74,52652
"1483","Labette, KS",20099,"KS",21.63,49538
"1484","Lac qui Parle, MN",27073,"MN",18.81,65109
"1485","Lackawanna, PA",42069,"PA",28.69,54380
"1486","Laclede, MO",29105,"MO",14.99,41266
"1487","Lafayette, AR",5073,"AR",14.04,47355
"1488","Lafayette, FL",12067,"FL",9.28,31218
"1489","Lafayette, MO",29107,"MO",20.77,49491
"1490","Lafayette, MS",28071,"MS",47.06,47824
"1491","Lafayette, WI",55065,"WI",19.4,52194
"1492","Lake and Peninsula Borough, AK",2164,"AK",23.12,67539
"1493","Lake of the Woods, MN",27077,"MN",21.35,61309
"1494","Lake, CA",6033,"CA",16.72,46918
"1495","Lake, CO",8065,"CO",40.35,48942
"1496","Lake, FL",12069,"FL",24.38,49831
"1497","Lake, IL",17097,"IL",46.05,89025
"1498","Lake, IN",18089,"IN",23.09,53181
"1499","Lake, MI",26085,"MI",13.53,38989
"1500","Lake, MN",27075,"MN",27.99,53868
"1501","Lake, MT",30047,"MT",31.36,46387
"1502","Lake, OH",39085,"OH",28.32,58960
"1503","Lake, OR",41037,"OR",19.44,47066
"1504","Lake, SD",46079,"SD",33.1,69817
"1505","Lake, TN",47095,"TN",10.12,29534
"1506","Lamar, AL",1075,"AL",11.28,40114
"1507","Lamar, GA",13171,"GA",14.04,41856
"1508","Lamar, MS",28073,"MS",33.24,47129
"1509","Lamar, TX",48277,"TX",18.74,50699
"1510","Lamb, TX",48279,"TX",12.56,54689
"1511","Lamoille, VT",50015,"VT",41.04,62305
"1512","LaMoure, ND",38045,"ND",25.11,72712
"1513","Lampasas, TX",48281,"TX",18.43,58507
"1514","Lancaster, NE",31109,"NE",39.77,56782
"1515","Lancaster, PA",42071,"PA",28.55,61547
"1516","Lancaster, SC",45057,"SC",28.53,55033
"1517","Lancaster, VA",51103,"VA",33.93,70474
"1518","Lander, NV",32015,"NV",12.33,72511
"1519","Lane, KS",20101,"KS",22.8,75517
"1520","Lane, OR",41039,"OR",31.89,55146
"1521","Langlade, WI",55067,"WI",16.57,51008
"1522","Lanier, GA",13173,"GA",19.71,36086
"1523","Lapeer, MI",26087,"MI",18.31,52034
"1524","LaPorte, IN",18091,"IN",19.1,49508
"1525","Laramie, WY",56021,"WY",30.22,58646
"1526","Larimer, CO",8069,"CO",47.69,64258
"1527","Larue, KY",21123,"KY",15.31,45069
"1528","Las Animas, CO",8071,"CO",19.99,44731
"1529","Lassen, CA",6035,"CA",12.65,39394
"1530","Latah, ID",16057,"ID",44.4,50703
"1531","Latimer, OK",40077,"OK",15.38,40932
"1532","Lauderdale, AL",1077,"AL",25.08,44804
"1533","Lauderdale, MS",28075,"MS",21.08,46219
"1534","Lauderdale, TN",47097,"TN",9.61,39733
"1535","Laurel, KY",21125,"KY",16.05,41037
"1536","Laurens, GA",13175,"GA",17.13,43532
"1537","Laurens, SC",45059,"SC",17.18,41245
"1538","Lavaca, TX",48285,"TX",17.86,62375
"1539","Lawrence, AL",1079,"AL",15.85,42996
"1540","Lawrence, AR",5075,"AR",14.41,40161
"1541","Lawrence, IL",17101,"IL",13.95,40385
"1542","Lawrence, IN",18093,"IN",18.78,51160
"1543","Lawrence, KY",21127,"KY",9.21,38139
"1544","Lawrence, MO",29109,"MO",15.92,39889
"1545","Lawrence, MS",28077,"MS",17.71,42275
"1546","Lawrence, OH",39087,"OH",15.83,46838
"1547","Lawrence, PA",42073,"PA",22.32,51611
"1548","Lawrence, SD",46081,"SD",34.96,60510
"1549","Lawrence, TN",47099,"TN",13.86,41310
"1550","Le Flore, OK",40079,"OK",15.7,40214
"1551","Le Sueur, MN",27079,"MN",22.87,58146
"1552","Lea, NM",35025,"NM",14.59,48578
"1553","Leake, MS",28079,"MS",15.93,39087
"1554","Leavenworth, KS",20103,"KS",33.53,49330
"1555","Lebanon, PA",42075,"PA",21.2,55803
"1556","Lee, AL",1081,"AL",36.43,45002
"1557","Lee, AR",5077,"AR",8.69,37128
"1558","Lee, FL",12071,"FL",28.48,62885
"1559","Lee, GA",13177,"GA",27.11,50409
"1560","Lee, IA",19111,"IA",18.46,48394
"1561","Lee, IL",17103,"IL",18.71,51124
"1562","Lee, KY",21129,"KY",7.52,36847
"1563","Lee, MS",28081,"MS",26.9,51703
"1564","Lee, NC",37105,"NC",20.49,49136
"1565","Lee, SC",45061,"SC",14.89,41364
"1566","Lee, TX",48287,"TX",13.97,56674
"1567","Lee, VA",51105,"VA",9.61,38300
"1568","Leelanau, MI",26089,"MI",46.69,78457
"1569","Leflore, MS",28083,"MS",18.82,48265
"1570","Lehigh, PA",42077,"PA",30.83,62537
"1571","Lemhi, ID",16059,"ID",23.42,50927
"1572","Lenawee, MI",26091,"MI",21.06,46929
"1573","Lenoir, NC",37107,"NC",15.52,50363
"1574","Leon, FL",12073,"FL",46.6,54277
"1575","Leon, TX",48289,"TX",14.99,53179
"1576","Leslie, KY",21131,"KY",9.38,40852
"1577","Letcher, KY",21133,"KY",10.81,40315
"1578","Levy, FL",12075,"FL",14.1,43272
"1579","Lewis and Clark, MT",30049,"MT",42.49,56791
"1580","Lewis, ID",16061,"ID",19.09,62533
"1581","Lewis, KY",21135,"KY",8.68,40075
"1582","Lewis, MO",29111,"MO",14.45,41823
"1583","Lewis, NY",36049,"NY",18.34,54629
"1584","Lewis, TN",47101,"TN",10.12,41476
"1585","Lewis, WA",53041,"WA",19.08,52517
"1586","Lewis, WV",54041,"WV",15.74,43341
"1587","Lexington, SC",45063,"SC",30.76,55304
"1588","Liberty, FL",12077,"FL",13.58,32872
"1589","Liberty, GA",13179,"GA",19.29,41672
"1590","Liberty, MT",30051,"MT",21.74,57219
"1591","Liberty, TX",48291,"TX",9.88,42813
"1592","Licking, OH",39089,"OH",27.56,54525
"1593","Limestone, AL",1083,"AL",24.92,50326
"1594","Limestone, TX",48293,"TX",16.67,47439
"1595","Lincoln, AR",5079,"AR",8.51,33387
"1596","Lincoln, CO",8073,"CO",12.64,37623
"1597","Lincoln, GA",13181,"GA",13.9,46087
"1598","Lincoln, ID",16063,"ID",11.13,42718
"1599","Lincoln, KS",20105,"KS",25.78,56308
"1600","Lincoln, KY",21137,"KY",12.6,40880
"1601","Lincoln, ME",23015,"ME",36.12,59613
"1602","Lincoln, MN",27081,"MN",19.33,57110
"1603","Lincoln, MO",29113,"MO",17.95,47686
"1604","Lincoln, MS",28085,"MS",15.75,44688
"1605","Lincoln, MT",30053,"MT",19.66,43782
"1606","Lincoln, NC",37109,"NC",23.06,55368
"1607","Lincoln, NE",31111,"NE",21.64,58484
"1608","Lincoln, NM",35027,"NM",25.12,47703
"1609","Lincoln, NV",32017,"NV",16.39,53269
"1610","Lincoln, OK",40081,"OK",14.63,44687
"1611","Lincoln, OR",41041,"OR",27.73,52482
"1612","Lincoln, SD",46083,"SD",36.66,77245
"1613","Lincoln, TN",47103,"TN",19.15,48683
"1614","Lincoln, WA",53043,"WA",25.4,51578
"1615","Lincoln, WI",55069,"WI",18.68,51407
"1616","Lincoln, WV",54043,"WV",7.76,37139
"1617","Lincoln, WY",56023,"WY",22.33,61945
"1618","Linn, IA",19113,"IA",34.09,59294
"1619","Linn, KS",20107,"KS",17.39,48383
"1620","Linn, MO",29115,"MO",18.47,45966
"1621","Linn, OR",41043,"OR",19.51,52695
"1622","Lipscomb, TX",48295,"TX",23.61,102569
"1623","Litchfield, CT",9005,"CT",35.86,74852
"1624","Little River, AR",5081,"AR",14.29,40794
"1625","Live Oak, TX",48297,"TX",11.09,46134
"1626","Livingston, IL",17105,"IL",16.59,57213
"1627","Livingston, KY",21139,"KY",14.5,47052
"1628","Livingston, MI",26093,"MI",36.51,65883
"1629","Livingston, MO",29117,"MO",18.95,46069
"1630","Livingston, NY",36051,"NY",27.53,52209
"1631","Llano, TX",48299,"TX",25.89,59689
"1632","Logan, AR",5083,"AR",12.23,39622
"1633","Logan, CO",8075,"CO",20.6,48330
"1634","Logan, IL",17107,"IL",19.54,47074
"1635","Logan, KS",20109,"KS",18.39,63461
"1636","Logan, KY",21141,"KY",17.16,45732
"1637","Logan, ND",38047,"ND",21.71,68365
"1638","Logan, NE",31113,"NE",23.17,60186
"1639","Logan, OH",39091,"OH",17.06,50151
"1640","Logan, OK",40083,"OK",29.26,48559
"1641","Logan, WV",54045,"WV",12.34,43764
"1642","Long, GA",13183,"GA",14.67,38480
"1643","Lonoke, AR",5085,"AR",20.56,46388
"1644","Lorain, OH",39093,"OH",25.32,54452
"1645","Los Alamos, NM",35028,"NM",67.56,81306
"1646","Los Angeles, CA",6037,"CA",33.54,74141
"1647","Loudon, TN",47105,"TN",27.26,60642
"1648","Loudoun, VA",51107,"VA",61.62,90254
"1649","Louisa, IA",19115,"IA",16.91,50885
"1650","Louisa, VA",51109,"VA",25.15,50089
"1651","Loup, NE",31115,"NE",20.56,69695
"1652","Love, OK",40085,"OK",13.38,43592
"1653","Loving, TX",48301,"TX",0,115158
"1654","Lowndes, AL",1085,"AL",14.65,48852
"1655","Lowndes, GA",13185,"GA",26.22,43546
"1656","Lowndes, MS",28087,"MS",23.96,47137
"1657","Lubbock, TX",48303,"TX",32,50881
"1658","Lucas, IA",19117,"IA",16.58,47774
"1659","Lucas, OH",39095,"OH",26.67,54105
"1660","Luce, MI",26095,"MI",19.57,43526
"1661","Lumpkin, GA",13187,"GA",31.42,44843
"1662","Luna, NM",35029,"NM",13.06,38494
"1663","Lunenburg, VA",51111,"VA",12.47,40149
"1664","Luzerne, PA",42079,"PA",23.56,52300
"1665","Lycoming, PA",42081,"PA",23.47,50464
"1666","Lyman, SD",46085,"SD",23.07,57365
"1667","Lynn, TX",48305,"TX",20.75,58496
"1668","Lyon, IA",19119,"IA",19.24,61551
"1669","Lyon, KS",20111,"KS",26.85,46177
"1670","Lyon, KY",21143,"KY",15.53,41762
"1671","Lyon, MN",27083,"MN",26.36,58433
"1672","Lyon, NV",32019,"NV",13.86,48247
"1673","Mackinac, MI",26097,"MI",23.95,53230
"1674","Macomb, MI",26099,"MI",25.92,54258
"1675","Macon, AL",1087,"AL",20.47,38412
"1676","Macon, GA",13193,"GA",10.11,39164
"1677","Macon, IL",17115,"IL",23.58,56548
"1678","Macon, MO",29121,"MO",17.47,47691
"1679","Macon, NC",37113,"NC",23.88,48875
"1680","Macon, TN",47111,"TN",9,39669
"1681","Macoupin, IL",17117,"IL",18.48,49950
"1682","Madera, CA",6039,"CA",15.22,45757
"1683","Madison, AL",1089,"AL",43.83,59852
"1684","Madison, AR",5087,"AR",12.1,40884
"1685","Madison, FL",12079,"FL",13.82,39165
"1686","Madison, GA",13195,"GA",19.22,43445
"1687","Madison, IA",19121,"IA",25.31,57263
"1688","Madison, ID",16065,"ID",38.63,25648
"1689","Madison, IL",17119,"IL",27.76,55538
"1690","Madison, IN",18095,"IN",18.25,45755
"1691","Madison, KY",21151,"KY",32.11,42808
"1692","Madison, MO",29123,"MO",14.08,41068
"1693","Madison, MS",28089,"MS",50,73485
"1694","Madison, MT",30057,"MT",33.77,74468
"1695","Madison, NC",37115,"NC",30.08,43064
"1696","Madison, NE",31119,"NE",23.74,60169
"1697","Madison, NY",36053,"NY",26.63,54766
"1698","Madison, OH",39097,"OH",18.11,50124
"1699","Madison, TN",47113,"TN",25.94,51004
"1700","Madison, TX",48313,"TX",13.83,40859
"1701","Madison, VA",51113,"VA",24.49,55148
"1702","Magoffin, KY",21153,"KY",10.46,43913
"1703","Mahaska, IA",19123,"IA",21.26,49933
"1704","Mahnomen, MN",27087,"MN",12.88,47898
"1705","Mahoning, OH",39099,"OH",24.63,50968
"1706","Major, OK",40093,"OK",20.05,47185
"1707","Malheur, OR",41045,"OR",14.94,38923
"1708","Manatee, FL",12081,"FL",30.2,59152
"1709","Manistee, MI",26101,"MI",22.29,46489
"1710","Manitowoc, WI",55071,"WI",21.94,53085
"1711","Marathon, WI",55073,"WI",26.25,58096
"1712","Marengo, AL",1091,"AL",17.11,47008
"1713","Maricopa, AZ",4013,"AZ",33.42,59759
"1714","Maries, MO",29125,"MO",15.75,41212
"1715","Marin, CA",6041,"CA",60.16,164118
"1716","Marinette, WI",55075,"WI",16.45,51265
"1717","Marion, AL",1093,"AL",13.34,40939
"1718","Marion, AR",5089,"AR",16.12,36684
"1719","Marion, FL",12083,"FL",20.68,45152
"1720","Marion, GA",13197,"GA",13.44,39075
"1721","Marion, IA",19125,"IA",30.79,56989
"1722","Marion, IL",17121,"IL",16.21,50107
"1723","Marion, IN",18097,"IN",32.15,65625
"1724","Marion, KS",20115,"KS",28.2,49005
"1725","Marion, KY",21155,"KY",14.3,43909
"1726","Marion, MO",29127,"MO",24.77,47304
"1727","Marion, MS",28091,"MS",12.87,43035
"1728","Marion, OH",39101,"OH",12.93,43814
"1729","Marion, OR",41047,"OR",24.12,53791
"1730","Marion, SC",45067,"SC",12.98,41519
